,Job Title,Company Name,Location,Posted Date,Job Link
80,Senior Data Analyst - eCommerce Startup - Hybrid,Michael Page,Area DKI Jakarta,2023-03-29,https://id.linkedin.com/jobs/view/database-engineer-at-pt-alto-network-3711209343?refId=ATYo9u5DfyN2g2dCs8IxqA%3D%3D&trackingId=NMJhHIXz7mbWyjJZEZKywQ%3D%3D&position=14&pageNum=3&trk=public_jobs_jserp-result_search-card
81,Data Engineer,Rimm Sustainability,Area DKI Jakarta,2023-06-29,https://id.linkedin.com/jobs/view/senior-analyst-fp-a-data-specialist-at-gojek-3710021521?refId=ATYo9u5DfyN2g2dCs8IxqA%3D%3D&trackingId=xjRKoT5ymooSZrk%2BfaxigQ%3D%3D&position=15&pageNum=3&trk=public_jobs_jserp-result_search-card
82,System Engineer,PT. Astra Graphia Information Technology (AGIT),"Jakarta Raya, Indonesia",2023-08-16,https://id.linkedin.com/jobs/view/database-engineer-at-pt-neural-technologies-indonesia-3624459744?refId=ATYo9u5DfyN2g2dCs8IxqA%3D%3D&trackingId=fAv9gGPGcQD9o0gwFlWStQ%3D%3D&position=16&pageNum=3&trk=public_jobs_jserp-result_search-card
83,Lead Data Analyst - Agritech,Michael Page,Area DKI Jakarta,2023-06-06,https://id.linkedin.com/jobs/view/sales-data-analyst-spv-at-pt-tritunggal-multi-cemerlang-3706508293?refId=ATYo9u5DfyN2g2dCs8IxqA%3D%3D&trackingId=UfNwYCfOm1Exg77AvTIMfw%3D%3D&position=17&pageNum=3&trk=public_jobs_jserp-result_search-card
84,Data Engineer,VLink Inc,Area DKI Jakarta,2023-09-18,https://id.linkedin.com/jobs/view/data-engineer-at-magna-solusi-indonesia-3704201891?refId=ATYo9u5DfyN2g2dCs8IxqA%3D%3D&trackingId=ZzzcwD%2BXny65qIUGydEURw%3D%3D&position=18&pageNum=3&trk=public_jobs_jserp-result_search-card
85,Business System Analyst,Traveloka,Area DKI Jakarta,2023-09-22,https://id.linkedin.com/jobs/view/data-engineer-at-julo-3711151555?refId=ATYo9u5DfyN2g2dCs8IxqA%3D%3D&trackingId=a6%2BVyOs1Y3uDzVcIN%2FshsQ%3D%3D&position=19&pageNum=3&trk=public_jobs_jserp-result_search-card
86,Planning Officer (Data Analyst),PT RGF Human Resources Agent Indonesia,Jakarta,2023-08-21,https://id.linkedin.com/jobs/view/marketing-intelligence-at-fit-hub-3719300478?refId=ATYo9u5DfyN2g2dCs8IxqA%3D%3D&trackingId=xsJdXgGIuxjPqt4cw%2BkrFg%3D%3D&position=20&pageNum=3&trk=public_jobs_jserp-result_search-card
87,Senior Data Analyst (Banking),Amar Bank,"Jakarta Raya, Indonesia",2023-09-24,https://id.linkedin.com/jobs/view/data-engineer-at-nri-nomura-research-institute-3695200756?refId=ATYo9u5DfyN2g2dCs8IxqA%3D%3D&trackingId=5Jx82ieC4dL9JEkKaETAbw%3D%3D&position=21&pageNum=3&trk=public_jobs_jserp-result_search-card
88,Database Engineer,PT Alto Network,Area DKI Jakarta,2023-09-04,https://id.linkedin.com/jobs/view/driver-pribadi-at-pt-indonesia-premium-goods-3700020024?refId=ATYo9u5DfyN2g2dCs8IxqA%3D%3D&trackingId=iZrF3nLD4DboICYUuGHmfg%3D%3D&position=22&pageNum=3&trk=public_jobs_jserp-result_search-card
89,Senior Analyst FP&A - Data Specialist,Gojek,Jakarta,2023-09-23,https://id.linkedin.com/jobs/view/data-engineer-data-warehouse-at-traveloka-3687781326?refId=ATYo9u5DfyN2g2dCs8IxqA%3D%3D&trackingId=6%2B9NFhMk86%2Ffd4SzdeAZhg%3D%3D&position=23&pageNum=3&trk=public_jobs_jserp-result_search-card
90,Database Engineer,PT. Neural Technologies Indonesia,Area DKI Jakarta,2023-05-12,https://id.linkedin.com/jobs/view/market-intelligence-at-pt-asuransi-msig-indonesia-3714111945?refId=ATYo9u5DfyN2g2dCs8IxqA%3D%3D&trackingId=BGGEaaLIIwnzhVrqqQEaWg%3D%3D&position=24&pageNum=3&trk=public_jobs_jserp-result_search-card
91,Sales Data Analyst SPV,PT Tritunggal Multi Cemerlang,Jakarta,2023-09-07,https://id.linkedin.com/jobs/view/business-intelligence-data-analyst-at-turing-3705270318?refId=ATYo9u5DfyN2g2dCs8IxqA%3D%3D&trackingId=tGnJKnTFRIMGJigSlK%2FcIA%3D%3D&position=25&pageNum=3&trk=public_jobs_jserp-result_search-card
92,Data Engineer,Magna Solusi Indonesia,Jakarta,2023-08-25,https://id.linkedin.com/jobs/view/lead-data-analyst-fintech-at-michael-page-3696840980?refId=i%2Btojunq93vN7YaKUHo16Q%3D%3D&trackingId=b%2FQz7DR418vAtU2D%2FXbSsw%3D%3D&position=1&pageNum=4&trk=public_jobs_jserp-result_search-card
93,Data Engineer,JULO,Jakarta,2023-09-06,https://id.linkedin.com/jobs/view/data-engineer-at-vlink-inc-3721021939?refId=i%2Btojunq93vN7YaKUHo16Q%3D%3D&trackingId=5P1O%2BTjEF4t9ozxiRBrYmQ%3D%3D&position=2&pageNum=4&trk=public_jobs_jserp-result_search-card
94,Marketing Intelligence,FIT HUB,Jakarta Selatan,2023-09-13,https://id.linkedin.com/jobs/view/audit-data-analytics-system-development-at-amartha-microfinance-3711151545?refId=i%2Btojunq93vN7YaKUHo16Q%3D%3D&trackingId=SnHf02zfwj5GhqimN3QtMQ%3D%3D&position=4&pageNum=4&trk=public_jobs_jserp-result_search-card
95,Data Engineer,NRI (Nomura Research Institute),Jakarta,2023-08-16,https://id.linkedin.com/jobs/view/mysql-database-developer-at-sml-pt-sarana-maju-lestari-3716700196?refId=i%2Btojunq93vN7YaKUHo16Q%3D%3D&trackingId=KWWNdMtzpjKVmdCtn9m1nA%3D%3D&position=5&pageNum=4&trk=public_jobs_jserp-result_search-card
96,Driver Pribadi,PT Indonesia Premium Goods,Kota Bekasi,2023-08-29,https://id.linkedin.com/jobs/view/data-engineer-at-gue-ecosystem-3694546323?refId=i%2Btojunq93vN7YaKUHo16Q%3D%3D&trackingId=ruv1nzJgHWxoHzTo846EOQ%3D%3D&position=6&pageNum=4&trk=public_jobs_jserp-result_search-card
97,Data Engineer - Data Warehouse,Traveloka,Area DKI Jakarta,2023-08-07,https://id.linkedin.com/jobs/view/data-engineer-games-at-sea-3562463104?refId=i%2Btojunq93vN7YaKUHo16Q%3D%3D&trackingId=g4FHh%2BRw1j25NLUGquPQBA%3D%3D&position=7&pageNum=4&trk=public_jobs_jserp-result_search-card
98,Market Intelligence,PT. Asuransi MSIG Indonesia,Jakarta,2023-09-11,https://id.linkedin.com/jobs/view/manager-data-engineer-at-bank-jasa-jakarta-3718283220?refId=i%2Btojunq93vN7YaKUHo16Q%3D%3D&trackingId=lpfHZiYc0AK%2F%2BwwRYhbPxQ%3D%3D&position=8&pageNum=4&trk=public_jobs_jserp-result_search-card
99,Business Intelligence Data Analyst,Turing,Area DKI Jakarta,2023-08-27,https://id.linkedin.com/jobs/view/data-engineer-technology-consultant-at-ey-3713816274?refId=i%2Btojunq93vN7YaKUHo16Q%3D%3D&trackingId=PZ6J%2BH1pxkxAWgqvQ64Hew%3D%3D&position=9&pageNum=4&trk=public_jobs_jserp-result_search-card
100,Lead Data Analyst - Fintech,Michael Page,Area DKI Jakarta,2023-08-25,https://id.linkedin.com/jobs/view/analytics-engineer-consumer-lending-at-goto-financial-3700041211?refId=i%2Btojunq93vN7YaKUHo16Q%3D%3D&trackingId=%2FdYcNFv6FbO%2BarFGTkljcg%3D%3D&position=10&pageNum=4&trk=public_jobs_jserp-result_search-card
101,Data Engineer,VLink Inc,Area DKI Jakarta,2023-09-15,https://id.linkedin.com/jobs/view/marketing-data-analytics-manager-at-gojek-3683364669?refId=i%2Btojunq93vN7YaKUHo16Q%3D%3D&trackingId=hTGBixDhI1s3oiMG0INe8Q%3D%3D&position=11&pageNum=4&trk=public_jobs_jserp-result_search-card
102,Data & Mine Analyst Supervisor,PT. Anzawara Satria,Jakarta,2023-09-29,https://id.linkedin.com/jobs/view/data-engineer-at-ntt-ltd-3681295937?refId=i%2Btojunq93vN7YaKUHo16Q%3D%3D&trackingId=LBNh5CXE%2FiLftVstq7HPsw%3D%3D&position=12&pageNum=4&trk=public_jobs_jserp-result_search-card
103,Audit Data Analytics & System Development,Amartha Microfinance,Jakarta,2023-09-06,https://id.linkedin.com/jobs/view/digital-media-analyst-at-pt-santos-jaya-abadi-kapal-api-global-3711150587?refId=i%2Btojunq93vN7YaKUHo16Q%3D%3D&trackingId=oHrcea7bFD41qkQsHmRzRQ%3D%3D&position=13&pageNum=4&trk=public_jobs_jserp-result_search-card
104,MySQL Database Developer,SML (PT Sarana Maju Lestari),Jakarta,2023-09-14,https://id.linkedin.com/jobs/view/data-engineer-at-nityo-infotech-3689511861?refId=i%2Btojunq93vN7YaKUHo16Q%3D%3D&trackingId=%2F%2F8dGbd1Vn%2FqVT4fc4h18g%3D%3D&position=14&pageNum=4&trk=public_jobs_jserp-result_search-card
105,Data Engineer,GUE Ecosystem,Kota Tangerang,2023-08-15,https://id.linkedin.com/jobs/view/software-engineer-sql-at-allianz-indonesia-3727353519?refId=i%2Btojunq93vN7YaKUHo16Q%3D%3D&trackingId=dWRT7YWeJCRsQWBZQPjenQ%3D%3D&position=15&pageNum=4&trk=public_jobs_jserp-result_search-card
106,Data Engineer (Games),Sea,"Jakarta Raya, Indonesia",2023-09-09,https://id.linkedin.com/jobs/view/data-engineer-at-pt-eikon-technology-3710632387?refId=i%2Btojunq93vN7YaKUHo16Q%3D%3D&trackingId=0Ftg%2Fgwdo%2FdsR%2Fcgmasa5Q%3D%3D&position=17&pageNum=4&trk=public_jobs_jserp-result_search-card
107,"Manager, Data Engineer",Bank Jasa Jakarta,"Jakarta Raya, Indonesia",2023-09-20,https://id.linkedin.com/jobs/view/business-data-analyst-investment-tech-of-big-conglo-at-michael-page-3681420183?refId=i%2Btojunq93vN7YaKUHo16Q%3D%3D&trackingId=QoE5bMH4A0zmCnd1%2FKFnMQ%3D%3D&position=19&pageNum=4&trk=public_jobs_jserp-result_search-card
108,Data Engineer (Technology Consultant),EY,Jakarta,2023-09-28,https://id.linkedin.com/jobs/view/data-engineer-at-accenture-southeast-asia-3729436208?refId=i%2Btojunq93vN7YaKUHo16Q%3D%3D&trackingId=YKFnoKERzZ0lgNcQBSA6yQ%3D%3D&position=20&pageNum=4&trk=public_jobs_jserp-result_search-card
109,Analytics Engineer - Consumer Lending,GoTo Financial,Area DKI Jakarta,2023-09-20,https://id.linkedin.com/jobs/view/lead-data-engineer-at-indodana-3693939640?refId=i%2Btojunq93vN7YaKUHo16Q%3D%3D&trackingId=BOX%2BcWec7nLDAaqhmQUXxw%3D%3D&position=21&pageNum=4&trk=public_jobs_jserp-result_search-card
110,Marketing Data Analytics Manager,Gojek,Jakarta,2023-09-15,https://id.linkedin.com/jobs/view/business-intelligence-developer-at-lancesoft-inc-3712772198?refId=i%2Btojunq93vN7YaKUHo16Q%3D%3D&trackingId=6BnnHSYehTZiO25Z2IqCTw%3D%3D&position=22&pageNum=4&trk=public_jobs_jserp-result_search-card
111,Data Engineer,NTT Ltd.,Jakarta,2023-09-12,https://id.linkedin.com/jobs/view/data-analyst-senior-data-analyst-bangkok-based-relocation-support-provided-at-agoda-3727087488?refId=i%2Btojunq93vN7YaKUHo16Q%3D%3D&trackingId=63y8XPgNccOAXagr62iP2Q%3D%3D&position=24&pageNum=4&trk=public_jobs_jserp-result_search-card
112,Digital Media Analyst,PT SANTOS JAYA ABADI (Kapal Api Global),Jakarta,2023-09-06,https://id.linkedin.com/jobs/view/power-bi-report-developer-at-beca-3555144881?refId=%2BAzaoZG2IAV7YcW0VgFQgA%3D%3D&trackingId=0Pih6xzTjBKOjh6fRZth2Q%3D%3D&position=1&pageNum=5&trk=public_jobs_jserp-result_search-card
113,Data Engineer,Nityo Infotech,Jakarta,2023-08-17,https://id.linkedin.com/jobs/view/business-system-analyst-at-traveloka-3706632019?refId=%2BAzaoZG2IAV7YcW0VgFQgA%3D%3D&trackingId=hAILRxIN%2F45t9pjwZYouIA%3D%3D&position=2&pageNum=5&trk=public_jobs_jserp-result_search-card
114,Software Engineer (SQL),Allianz Indonesia,Jakarta,2023-09-26,https://id.linkedin.com/jobs/view/business-analyst-retail-at-michael-page-3635842755?refId=%2BAzaoZG2IAV7YcW0VgFQgA%3D%3D&trackingId=%2Bn%2F4ag2sTpzccDMzzRuqcw%3D%3D&position=3&pageNum=5&trk=public_jobs_jserp-result_search-card
115,Data Analyst (Power BI) - IT Consulting (A-97232),PT RGF Human Resources Agent Indonesia,Area DKI Jakarta,2023-08-09,https://id.linkedin.com/jobs/view/data-management-global-series-b-fintech-at-michael-page-3575864594?refId=%2BAzaoZG2IAV7YcW0VgFQgA%3D%3D&trackingId=wiEZPpPcbuzv8KoUhwEaEA%3D%3D&position=5&pageNum=5&trk=public_jobs_jserp-result_search-card
116,Data Engineer,PT. EIKON Technology,Area DKI Jakarta,2023-09-05,https://id.linkedin.com/jobs/view/head-of-data-engineer-at-moladin-3727810849?refId=%2BAzaoZG2IAV7YcW0VgFQgA%3D%3D&trackingId=tY%2FRLMhih3ug5rcyIcTTrA%3D%3D&position=6&pageNum=5&trk=public_jobs_jserp-result_search-card
117,Data Business Engagement Analyst,PT Bank Mayapada Internasional Tbk,Jakarta,2023-08-18,https://id.linkedin.com/jobs/view/business-analyst-staff-at-pt-bungasari-flour-mills-indonesia-3723638631?refId=%2BAzaoZG2IAV7YcW0VgFQgA%3D%3D&trackingId=KN8bm3fHWa165D59pNLdww%3D%3D&position=7&pageNum=5&trk=public_jobs_jserp-result_search-card
118,Business Data Analyst - Investment Tech of Big Conglo,Michael Page,Area DKI Jakarta,2023-07-10,https://id.linkedin.com/jobs/view/jr-backend-developer-go-at-pt-erajaya-swasembada-tbk-3709787732?refId=%2BAzaoZG2IAV7YcW0VgFQgA%3D%3D&trackingId=6Ua78x1O7%2BJt0pB5r7zYaA%3D%3D&position=8&pageNum=5&trk=public_jobs_jserp-result_search-card
119,Data Engineer,Accenture Southeast Asia,Area DKI Jakarta,2023-09-22,https://id.linkedin.com/jobs/view/sr-data-engineer-at-nikel-3667173678?refId=%2BAzaoZG2IAV7YcW0VgFQgA%3D%3D&trackingId=4T2Nb2lpCjeuUIQqAJ5pPQ%3D%3D&position=9&pageNum=5&trk=public_jobs_jserp-result_search-card
120,Lead Data Engineer,Indodana,Jakarta,2023-08-18,https://id.linkedin.com/jobs/view/consulting-analyst-growth-analytics-at-frost-sullivan-3725536100?refId=%2BAzaoZG2IAV7YcW0VgFQgA%3D%3D&trackingId=fkkPHKakkXzh5Uru2CSspQ%3D%3D&position=10&pageNum=5&trk=public_jobs_jserp-result_search-card
121,Business Intelligence Developer,"LanceSoft, Inc.","Jakarta Raya, Indonesia",2023-09-14,https://id.linkedin.com/jobs/view/data-engineer-user-david-at-diksha-teknologi-indonesia-3704953525?refId=%2BAzaoZG2IAV7YcW0VgFQgA%3D%3D&trackingId=xfUAKzOUJzIIQYlXxK%2FojQ%3D%3D&position=11&pageNum=5&trk=public_jobs_jserp-result_search-card
122,Data & Reporting Social Media Analyst,Pt. Ivonesia Solusi Data (ivosights),Jakarta,2023-09-08,https://id.linkedin.com/jobs/view/senior-associate-data-analytic-at-talent-hunts-indonesia-3683247146?refId=%2BAzaoZG2IAV7YcW0VgFQgA%3D%3D&trackingId=F3YWgraLAo%2BBwAvnQ8Wq8g%3D%3D&position=12&pageNum=5&trk=public_jobs_jserp-result_search-card
123,"Data Analyst/ Senior Data Analyst (Bangkok Based, Relocation Support Provided)",Agoda,Area DKI Jakarta,2023-09-26,https://id.linkedin.com/jobs/view/mid-data-engineer-talent-pool-at-staffinc-group-3656158463?refId=%2BAzaoZG2IAV7YcW0VgFQgA%3D%3D&trackingId=djLF7WPEy6qH%2FkK2lcI0wA%3D%3D&position=13&pageNum=5&trk=public_jobs_jserp-result_search-card
124,Data Architecture Analyst,PT Bank Mayapada Internasional Tbk,Jakarta,2023-08-15,https://id.linkedin.com/jobs/view/data-lead-insight-analytics-leading-retail-finance-at-michael-page-3575869115?refId=%2BAzaoZG2IAV7YcW0VgFQgA%3D%3D&trackingId=FzSCgueKDl4wafyY2dYpTA%3D%3D&position=14&pageNum=5&trk=public_jobs_jserp-result_search-card
125,POWER BI REPORT DEVELOPER,Beca,Area DKI Jakarta,2023-09-25,https://id.linkedin.com/jobs/view/data-management-engineer-at-advance-ai-3619039816?refId=%2BAzaoZG2IAV7YcW0VgFQgA%3D%3D&trackingId=gP0Qes%2FXWZW8EKB9ZCRHhA%3D%3D&position=15&pageNum=5&trk=public_jobs_jserp-result_search-card
126,Business System Analyst,Traveloka,Area DKI Jakarta,2023-08-29,https://id.linkedin.com/jobs/view/fintech-unicorn-credit-risk-data-analyst-assistant-manager-at-matchatalent-3727470297?refId=%2BAzaoZG2IAV7YcW0VgFQgA%3D%3D&trackingId=C2JLcPhoiH149%2BwaS%2Fz8zQ%3D%3D&position=16&pageNum=5&trk=public_jobs_jserp-result_search-card
127,Business Analyst - Retail,Michael Page,Area DKI Jakarta,2023-06-20,https://id.linkedin.com/jobs/view/business-information-analyst-at-skf-group-3710758068?refId=%2BAzaoZG2IAV7YcW0VgFQgA%3D%3D&trackingId=lXf6OV6JtFkLG9K3L4N1mw%3D%3D&position=17&pageNum=5&trk=public_jobs_jserp-result_search-card
128,SQL Databases Developer,PT. Anandita Jagad Perkasa,Area DKI Jakarta,2023-09-13,https://id.linkedin.com/jobs/view/people-analytics-specialist%E2%80%8B-%E2%80%93-bangkok-based-at-agoda-3711171272?refId=%2BAzaoZG2IAV7YcW0VgFQgA%3D%3D&trackingId=Q4lflp1%2FeapTJyZqNkOT7w%3D%3D&position=18&pageNum=5&trk=public_jobs_jserp-result_search-card
129,Data Management - Global Series B Fintech,Michael Page,Area DKI Jakarta,2023-03-29,https://id.linkedin.com/jobs/view/sr-manager-enterprise-data-analyst-giant-tech-at-michael-page-3711619523?refId=%2BAzaoZG2IAV7YcW0VgFQgA%3D%3D&trackingId=QxbV0pi%2FPK72t8FUetCmFw%3D%3D&position=20&pageNum=5&trk=public_jobs_jserp-result_search-card
130,Head of Data Engineer,Moladin,Kota Jakarta Selatan,2023-09-25,https://id.linkedin.com/jobs/view/senior-data-engineer-at-regask%E2%84%A2-regulatory-affairs-3667221014?refId=%2BAzaoZG2IAV7YcW0VgFQgA%3D%3D&trackingId=%2BlxJwtMJlttlwJRqA5eRJA%3D%3D&position=21&pageNum=5&trk=public_jobs_jserp-result_search-card
131,Business Analyst Staff,PT Bungasari Flour Mills Indonesia,Jakarta,2023-09-18,https://id.linkedin.com/jobs/view/enterprise-data-analyst-senior-manager-at-michael-page-3711622296?refId=%2BAzaoZG2IAV7YcW0VgFQgA%3D%3D&trackingId=KuqW29lQEErIgD8TXWRLmA%3D%3D&position=23&pageNum=5&trk=public_jobs_jserp-result_search-card
132,Jr. Backend Developer (Go),"PT. Erajaya Swasembada, Tbk.",Jakarta,2023-09-11,https://id.linkedin.com/jobs/view/senior-data-engineer-at-byorange-3667173734?refId=%2BAzaoZG2IAV7YcW0VgFQgA%3D%3D&trackingId=08HTQn5N7gyggYZmcGALhg%3D%3D&position=24&pageNum=5&trk=public_jobs_jserp-result_search-card
133,Sr. Data Engineer,Nikel,Jakarta,2023-06-22,https://id.linkedin.com/jobs/view/security-engineer-iam-at-byorange-3667174720?refId=%2BAzaoZG2IAV7YcW0VgFQgA%3D%3D&trackingId=Wugt1nebYvUW8dh6mHxvEw%3D%3D&position=25&pageNum=5&trk=public_jobs_jserp-result_search-card
134,"Consulting Analyst, Growth Analytics",Frost & Sullivan,Jakarta,2023-09-27,https://id.linkedin.com/jobs/view/security-engineer-iam-at-byorange-3667174720?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=%2BlcljNd3sqRHAvefJcRVHg%3D%3D&position=1&pageNum=6&trk=public_jobs_jserp-result_search-card
135,Data Engineer (User David),Diksha Teknologi Indonesia,Area DKI Jakarta,2023-08-30,https://id.linkedin.com/jobs/view/data-engineer-manager-at-ninja-van-3693855377?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=Km%2BHEdE4QcW0EbvWhgOpGQ%3D%3D&position=3&pageNum=6&trk=public_jobs_jserp-result_search-card
136,Senior Associate - Data Analytic,Talent Hunts Indonesia,Jakarta,2023-08-04,https://id.linkedin.com/jobs/view/power-bi-instructor-part-time-at-hacktiv8-indonesia-3668161562?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=%2FIXgLTPoy%2BbqbQAkg3bloQ%3D%3D&position=4&pageNum=6&trk=public_jobs_jserp-result_search-card
137,Mid. Data Engineer (Talent Pool),Staffinc Group,Jakarta,2023-07-05,https://id.linkedin.com/jobs/view/power-bi-developer-at-vlink-inc-3711048457?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=VTlQ3L23Q9FyJ4hm9J8UHg%3D%3D&position=5&pageNum=6&trk=public_jobs_jserp-result_search-card
138,Data Lead (Insight & Analytics) - Leading Retail Finance,Michael Page,Area DKI Jakarta,2023-03-29,https://id.linkedin.com/jobs/view/data-integration-specialist-at-systemiq-ltd-3705692680?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=ZzQVBAfaiN1ptNIjXVvhGQ%3D%3D&position=6&pageNum=6&trk=public_jobs_jserp-result_search-card
139,Data management engineer,ADVANCE.AI,Jakarta,2023-05-04,https://id.linkedin.com/jobs/view/lead-data-engineer-at-cermati-com-3690196798?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=SWl7CjM%2B%2FPvss%2Bwbpi9bhA%3D%3D&position=7&pageNum=6&trk=public_jobs_jserp-result_search-card
140,(FinTech Unicorn) Credit Risk Data Analyst - Assistant Manager,MatchaTalent,Jakarta,2023-09-24,https://id.linkedin.com/jobs/view/senior-analytics-consultant-at-logicalis-asia-3648662155?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=OlTKjGCHgfCVgVs4NV9IAA%3D%3D&position=9&pageNum=6&trk=public_jobs_jserp-result_search-card
141,Business Information Analyst,SKF Group,"Jakarta Raya, Indonesia",2023-09-06,https://id.linkedin.com/jobs/view/developer-at-pt-kairos-utama-indonesia-3727671843?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=J6K4C%2BARmeIkK6%2BOwMnHvw%3D%3D&position=10&pageNum=6&trk=public_jobs_jserp-result_search-card
142,People Analytics Specialist – Bangkok based,Agoda,Area DKI Jakarta,2023-09-28,https://id.linkedin.com/jobs/view/senior-technical-support-analyst-skyvera-remote-%2430-000-year-usd-at-crossover-3715437966?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=%2Bw6GOJ0y0s3WtucH1RxHrw%3D%3D&position=11&pageNum=6&trk=public_jobs_jserp-result_search-card
143,Data Engineer,PT Data Labs Analytics,Jakarta,2023-09-26,https://id.linkedin.com/jobs/view/odoo-developer-at-pt-bsr-indonesia-3705327648?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=i9zBh5jwo8o1zoWIHnJxjg%3D%3D&position=12&pageNum=6&trk=public_jobs_jserp-result_search-card
144,Sr. Manager Enterprise Data Analyst - Giant Tech,Michael Page,Area DKI Jakarta,2023-09-12,https://id.linkedin.com/jobs/view/security-engineer-soc-at-bibit-id-3683744349?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=AmzcWKKbygY8ti5CAovy%2Bg%3D%3D&position=13&pageNum=6&trk=public_jobs_jserp-result_search-card
145,Senior Data Engineer,RegASK™ - Regulatory Affairs,Area DKI Jakarta,2023-06-22,https://id.linkedin.com/jobs/view/assistant-manager-business-analyst-at-prudential-indonesia-pt-prudential-life-assurance-3677042511?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=FB2zU3R7nxUWxDAi458AxQ%3D%3D&position=14&pageNum=6&trk=public_jobs_jserp-result_search-card
146,Data Engineer,EMBLEM OF STRENGTH & COURAGE TECHNOLOGY PTE. LTD,Area DKI Jakarta,2023-09-26,https://id.linkedin.com/jobs/view/ms-engineer-at-ntt-ltd-3680495848?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=B%2BOMFZAvayXHq8NWKQ12Ig%3D%3D&position=15&pageNum=6&trk=public_jobs_jserp-result_search-card
147,Enterprise Data Analyst Senior Manager,Michael Page,Area DKI Jakarta,2023-09-09,https://id.linkedin.com/jobs/view/lead-data-engineer-at-aliz-3606471788?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=Np5iWdjnSBG79Lu8fBzAFg%3D%3D&position=16&pageNum=6&trk=public_jobs_jserp-result_search-card
148,Senior Data Engineer,byOrange,Jakarta,2023-06-22,https://id.linkedin.com/jobs/view/it-web-developer-at-kalbe-nutritionals-pt-sanghiang-perkasa-3711147855?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=Lsz2e1gLx1EXuZi53JB3YQ%3D%3D&position=17&pageNum=6&trk=public_jobs_jserp-result_search-card
149,Security Engineer - IAM,byOrange,Jakarta,2023-06-22,https://id.linkedin.com/jobs/view/staff-data-engineer-at-xendit-3707423677?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=ZtV%2BtFuTMj9nQQXpaNlKLw%3D%3D&position=18&pageNum=6&trk=public_jobs_jserp-result_search-card
150,Security Engineer - IAM,byOrange,Jakarta,2023-06-22,https://id.linkedin.com/jobs/view/senior-analyst-at-pt-batutua-tembaga-raya-3715675721?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=poYzCflJAxxzfp4xKgpNLg%3D%3D&position=19&pageNum=6&trk=public_jobs_jserp-result_search-card
151,IT Developer,PT Sarana Sukses Sejahtera - Jakarta Utara,Duri Utara,2023-09-30,https://id.linkedin.com/jobs/view/sap-business-analyst-for-indirect-procurement-at-pt-lion-super-indo-3699239575?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=RCND%2BIr7SmgvX62acJ0JPA%3D%3D&position=20&pageNum=6&trk=public_jobs_jserp-result_search-card
152,Data Engineer Manager,Ninja Van,Area DKI Jakarta,2023-09-26,https://id.linkedin.com/jobs/view/omnichannel-data-analytics-manager-at-gsk-3715640148?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=%2Btz0pJNL7TgJ4gKNfuPdNg%3D%3D&position=21&pageNum=6&trk=public_jobs_jserp-result_search-card
153,Power BI Instructor (Part-Time),Hacktiv8 Indonesia,Jakarta,2023-06-23,https://id.linkedin.com/jobs/view/full-stack-developer-at-pt-smart-tbk-3711153368?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=YUgGvSlHWilBA3A7G%2FoyKA%3D%3D&position=22&pageNum=6&trk=public_jobs_jserp-result_search-card
154,Power BI Developer,VLink Inc,Area DKI Jakarta,2023-09-04,https://id.linkedin.com/jobs/view/service-engineer-at-hach-3721030533?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=NEM%2FNrKezgN6X1JneViROw%3D%3D&position=23&pageNum=6&trk=public_jobs_jserp-result_search-card
155,Data Integration Specialist,Systemiq Ltd.,"Jakarta Raya, Indonesia",2023-09-06,https://id.linkedin.com/jobs/view/staff-front-end-developer-at-pt-fitaja-digital-nusantara-3726776225?refId=wWjoYM0WpBtrKOrh%2F2ji2Q%3D%3D&trackingId=Nsrmjhb3o8ttEiteyeaxbA%3D%3D&position=24&pageNum=6&trk=public_jobs_jserp-result_search-card
